Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,108.0,108.05,107.06,107.77,3477599.0,0.0,1.0,105.02161755537,105.07023867461,104.10754051369,104.79796040687,3477599.0
2017-12-27,108.42,108.55,107.455,107.64,5624037.0,0.0,1.0,105.43003495698,105.556449867,104.49164735567,104.67154549685,5624037.0
2017-12-26,108.49,109.37,107.89,108.12,3982398.0,0.0,1.0,105.49810452391,106.35383622251,104.91465109305,105.13830824154,3982398.0
2017-12-22,109.4,109.685,108.45,108.67,7377990.0,0.0,1.0,106.38300889405,106.66014927371,105.45920762852,105.67314055317,7377990.0
2017-12-21,109.52,111.09,109.1892,109.57,9366706.0,0.0,1.0,106.49969958022,108.02640272432,106.17802225534,106.54832069946,9366706.0
2017-12-20,111.625,112.3,109.69,109.69,8661018.0,0.0,1.0,108.54664870017,109.20303380989,106.66501138564,106.66501138564,8661018.0
2017-12-19,111.05,112.39,110.77,111.81,10546010.0,0.0,1.0,107.98750582893,109.29055182452,107.71522756119,108.72654684135,10546010.0
2017-12-18,111.85,111.99,110.305,111.03,12269462.0,0.0,1.0,108.76544373674,108.90158287061,107.26305115227,107.96805738123,12269462.0
2017-12-15,111.805,112.0,110.6,111.27,19975645.0,0.0,1.0,108.72168472943,108.91130709446,107.54991575578,108.20143875358,19975645.0
2017-12-14,107.75,111.54,107.2,110.57,27569243.0,0.0,1.0,104.77851195918,108.46399279746,104.24367964755,107.52074308423,27569243.0
2017-12-13,108.15,108.19,106.75,107.61,10363604.0,0.0,1.0,105.16748091309,105.20637780848,103.80608957441,104.64237282531,10363604.0
2017-12-12,107.6,107.83,106.585,107.43,8132464.0,0.0,1.0,104.63264860146,104.85630574996,103.64563988092,104.46733679605,8132464.0
2017-12-11,104.87,106.84,104.77,106.83,7433971.0,0.0,1.0,101.97793549103,103.89360758904,101.88069325256,103.88388336519,7433971.0
2017-12-08,104.91,104.98,104.0775,104.23,6535950.0,0.84,1.0,102.01683238643,102.08490195336,101.2072907511,101.35558516478,6535950.0
2017-12-07,105.74,106.0,104.49,105.26,9945638.0,0.0,1.0,102.00189945107,102.25270798008,100.79608921546,101.53886832059,9945638.0
2017-12-06,107.17,107.99,105.36,105.46,8117723.0,0.0,1.0,103.38134636061,104.17235787518,101.63533313944,101.73179795829,8117723.0
2017-12-05,109.53,110.04,106.52,107.22,13054151.0,0.0,1.0,105.65791608545,106.14988666158,102.75432503809,103.42957877004,13054151.0
2017-12-04,106.5,112.67,106.5,110.22,17822480.0,0.0,1.0,102.73503207432,108.68691139731,102.73503207432,106.32352333551,17822480.0
2017-12-01,104.58,105.85,103.87,105.25,9258268.0,0.0,1.0,100.88290755242,102.1080107518,100.19800733859,101.52922183871,9258268.0
2017-11-30,105.36,105.71,104.465,104.82,9948944.0,0.0,1.0,101.63533313944,101.97296000542,100.77197301074,101.11442311766,9948944.0
2017-11-29,103.5,106.26,103.43,105.24,14500647.0,0.0,1.0,99.841087508849,102.50351650909,99.773562135655,101.51957535682,14500647.0
2017-11-28,102.56,103.875,102.17,103.41,8401145.0,0.0,1.0,98.934318211667,100.20283057953,98.558105418156,99.754269171885,8401145.0
2017-11-27,102.63,102.97,102.38,102.79,4007433.0,0.0,1.0,99.001843584862,99.329823968949,98.760681537739,99.15618729502,4007433.0
2017-11-24,102.91,102.92,102.45,102.64,2217591.0,0.0,1.0,99.271945077639,99.281591559524,98.828206910933,99.011490066747,2217591.0
2017-11-22,103.22,103.32,102.69,102.74,4140480.0,0.0,1.0,99.570986016072,99.667450834921,99.059722476171,99.107954885596,4140480.0
2017-11-21,102.97,103.17,102.79,103.0,5725938.0,0.0,1.0,99.329823968949,99.522753606647,99.15618729502,99.358763414604,5725938.0
2017-11-20,103.42,103.42,102.7,102.75,5112070.0,0.0,1.0,99.76391565377,99.76391565377,99.069368958056,99.117601367481,5112070.0
2017-11-17,103.22,103.99,102.971,103.44,7500834.0,0.0,1.0,99.570986016072,100.31376512121,99.330788617137,99.78320861754,7500834.0
2017-11-16,103.63,103.98,102.76,103.6,6362493.0,0.0,1.0,99.966491773353,100.30411863933,99.127247849366,99.937552327698,6362493.0
2017-11-15,102.75,103.96,102.4488,103.69,5691471.0,0.0,1.0,99.117601367481,100.28482567556,98.827049333107,100.02437066466,5691471.0
2017-11-14,104.57,104.57,103.0,103.17,6928761.0,0.0,1.0,100.87326107053,100.87326107053,99.358763414604,99.522753606647,6928761.0
2017-11-13,104.14,105.14,103.98,104.74,7855962.0,0.0,1.0,100.45846234948,101.42311053798,100.30411863933,101.03725126258,7855962.0
2017-11-10,104.99,106.24,104.08,104.78,16699680.0,0.0,1.0,101.2784133097,102.48422354532,100.40058345817,101.07583719012,16699680.0
2017-11-09,100.83,103.91,100.8,102.68,12086586.0,0.0,1.0,97.265476845578,100.23659326613,97.236537399923,99.050075994286,12086586.0
2017-11-08,101.88,102.0,100.42,101.18,7927589.0,0.0,1.0,98.278357443493,98.394115226112,96.869971088296,97.603103711549,7927589.0
2017-11-07,101.29,102.9,100.74,101.61,12177479.0,0.0,1.0,97.709215012284,99.262298595755,97.178658508613,98.017902432601,12177479.0
2017-11-06,98.37,101.13,98.35,100.64,14727506.0,0.0,1.0,94.892442301889,97.554871302125,94.873149338119,97.082193689764,14727506.0
2017-11-03,98.36,99.3799,97.9,98.64,5417459.0,0.0,1.0,94.882795820004,95.866640507446,94.439057653298,95.152897312782,5417459.0
2017-11-02,98.87,99.12,98.015,98.35,6798658.0,0.0,1.0,95.374766396135,95.615928443257,94.549992194975,94.873149338119,6798658.0
2017-11-01,98.13,99.46,98.0,99.03,6920435.0,0.0,1.0,94.660926736651,95.943908827344,94.535522472147,95.529110106293,6920435.0
2017-10-31,97.94,98.086,97.3842,97.81,5701674.0,0.0,1.0,94.477643580838,94.618482216357,93.941492117674,94.352239316334,5701674.0
2017-10-30,98.12,98.33,97.7025,98.04,7092777.0,0.0,1.0,94.651280254766,94.853856374349,94.248539636071,94.574108399687,7092777.0
2017-10-27,97.9,98.36,96.89,98.31,7868685.0,0.0,1.0,94.439057653298,94.882795820004,93.464762982922,94.834563410579,7868685.0
2017-10-26,97.58,99.48,97.25,98.56,6167314.0,0.0,1.0,94.130370232981,95.963201791114,93.812036330779,95.075725457702,6167314.0
2017-10-25,98.05,98.22,97.45,97.78,4094746.0,0.0,1.0,94.583754881572,94.747745073615,94.004965968477,94.323299870679,4094746.0
2017-10-24,98.52,98.86,98.06,98.29,4965937.0,0.0,1.0,95.037139530163,95.36511991425,94.593401363457,94.81527044681,4965937.0
2017-10-23,99.12,99.18,98.63,98.7,5887981.0,0.0,1.0,95.615928443257,95.673807334567,95.143250830897,95.210776204091,5887981.0
2017-10-20,99.45,99.66,98.94,99.4,5938716.0,0.0,1.0,95.93426234546,96.136838465043,95.442291769329,95.886029936035,5938716.0
2017-10-19,98.19,99.3,98.1148,99.01,5633912.0,0.0,1.0,94.718805627961,95.789565117186,94.646264084186,95.509817142523,5633912.0
2017-10-18,98.36,98.49,97.55,98.25,5404326.0,0.0,1.0,94.882795820004,95.008200084508,94.101430787326,94.77668451927,5404326.0
2017-10-17,98.4,98.47,97.86,98.36,5941276.0,0.0,1.0,94.921381747544,94.988907120738,94.400471725758,94.882795820004,5941276.0
2017-10-16,97.64,98.27,97.54,98.13,4911623.0,0.0,1.0,94.18824912429,94.79597748304,94.091784305441,94.660926736651,4911623.0
2017-10-13,96.8,97.68,96.8,97.38,6857964.0,0.0,1.0,93.377944645958,94.22683505183,93.377944645958,93.937440595283,6857964.0
2017-10-12,97.56,97.8158,96.81,96.93,11018249.0,0.0,1.0,94.111077269211,94.357834275827,93.387591127843,93.503348910461,11018249.0
2017-10-11,99.58,99.58,98.045,98.55,7983887.0,0.0,1.0,96.059666609963,96.059666609963,94.578931640629,95.066078975817,7983887.0
2017-10-10,99.99,100.07,98.6639,99.58,7704137.0,0.0,1.0,96.455172367245,96.532344222324,95.175952404487,96.059666609963,7704137.0
2017-10-09,100.81,100.98,99.45,99.57,5427794.0,0.0,1.0,97.246183881808,97.410174073851,95.93426234546,96.050020128078,5427794.0
2017-10-06,99.95,100.27,99.34,100.07,4360012.0,0.0,1.0,96.416586439705,96.725273860022,95.828151044726,96.532344222324,4360012.0
2017-10-05,100.64,100.87,100.02,100.11,4736650.0,0.0,1.0,97.082193689764,97.304062773117,96.4841118129,96.570930149864,4736650.0
2017-10-04,100.74,100.93,100.2,100.55,5125736.0,0.0,1.0,97.178658508613,97.361941664427,96.657748486828,96.9953753528,5125736.0
2017-10-03,100.05,100.85,99.91,100.79,5447569.0,0.0,1.0,96.513051258554,97.284769809347,96.378000512166,97.226890918038,5447569.0
2017-10-02,99.31,100.44,99.11,99.86,6923319.0,0.0,1.0,95.799211599071,96.889264052066,95.606281961373,96.329768102741,6923319.0
2017-09-29,97.89,98.59,97.66,98.57,8185228.0,0.0,1.0,94.429411171413,95.104664903357,94.20754208806,95.085371939587,8185228.0
2017-09-28,98.77,99.05,98.0,98.05,7149480.0,0.0,1.0,95.278301577285,95.548403070063,94.535522472147,94.583754881572,7149480.0
2017-09-27,98.97,99.525,98.02,99.24,7596359.0,0.0,1.0,95.471231214984,96.006610959596,94.554815435917,95.731686225876,7596359.0
2017-09-26,99.64,99.74,98.61,98.63,6220082.0,0.0,1.0,96.117545501273,96.214010320122,95.123957867127,95.143250830897,6220082.0
2017-09-25,98.6,99.645,98.42,99.57,7490065.0,0.0,1.0,95.114311385242,96.122368742215,94.940674711314,96.050020128078,7490065.0
2017-09-22,98.55,98.99,98.53,98.6,6357361.0,0.0,1.0,95.066078975817,95.490524178754,95.046786012048,95.114311385242,6357361.0
2017-09-21,99.19,99.39,98.75,98.89,4957992.0,0.0,1.0,95.683453816452,95.87638345415,95.259008613516,95.394059359904,4957992.0
2017-09-20,98.76,99.28,98.62,99.21,6458824.0,0.0,1.0,95.268655095401,95.770272153416,95.133604349012,95.702746780222,6458824.0
2017-09-19,98.23,98.67,98.08,98.43,6970280.0,0.0,1.0,94.7573915555,95.181836758436,94.612694327226,94.950321193198,6970280.0
2017-09-18,98.39,98.72,97.72,98.1,7013634.0,0.0,1.0,94.911735265659,95.230069167861,94.26542097937,94.631987290996,7013634.0
2017-09-15,98.05,98.9299,98.0,98.52,23870293.0,0.0,1.0,94.583754881572,95.432548822625,94.535522472147,95.037139530163,23870293.0
2017-09-14,98.79,98.84,97.5375,97.9,9709529.0,0.0,1.0,95.297594541055,95.34582695048,94.08937268497,94.439057653298,9709529.0
2017-09-13,98.24,98.9491,98.02,98.82,7615303.0,0.0,1.0,94.767038037385,95.451070067844,94.554815435917,95.32653398671,7615303.0
2017-09-12,97.59,98.36,97.125,97.89,9150144.0,0.0,1.0,94.140016714866,94.882795820004,93.691455307217,94.429411171413,9150144.0
2017-09-11,97.9,98.02,96.96,97.09,9610290.0,0.0,1.0,94.439057653298,94.554815435917,93.532288356116,93.65769262062,9610290.0
2017-09-08,96.49,97.49,96.26,97.07,13147662.0,0.0,1.0,93.078903707525,94.043551896017,92.857034624172,93.63839965685,13147662.0
